#V3.30.01.05-trans
#_SS-V3.30.01.05-trans;_2017_01_13;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.2
#_SS-V3.30.01.05-trans;user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_SS-V3.30.01.05-trans;user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Tue Jan 31 09:42:17 2017
#_Number_of_datafiles: 2
#_observed data:
#V3.30.01.05-trans
1889 #_styr
2016 #_endyr
1 #_nseas
12 #_months/season
2 #_N_subseasons(even number, minimum is 2)
1 #_spawn_month
2 #_Ngenders
25 #_Nages=accumulator age
1 #_N_areas
8 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type, timing, area, units, need_catch_mult fleetname
#north fishery
1	-1	1	1	0	1_N_TRAWL	#
1	-1	1	1	0	2_N_FIX	# this is the OR nearshore index
1	-1	1	2	0	3_WA_REC	#
1	-1	1	1	0	4_OR_REC	#
#North survey
3	0.5	1	1	0	5_N_TRI_Early	#
3	0.5	1	1	0	6_N_TRI_Late	#
3	0.5	1	1	0	7_N_NWFSC	#
#research studies
#Lam study
3 0.5  1 1 0 8_N_Lam_Research  #
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch); can be overridden in control file with detailed F input
#Year	Season	Fleet	Catch	Catch_se
#commercial fleets
1978	7	1	0	2	32	0	0	0	0	0	0	1.177174445	0	0	0	0	0	0	1.177174445	1.177174445	2.35434889	1.285103875	0	16.56812108	5.158308276	5.895567328	23.68323549	24.83790481	23.965365	94.06509415	201.6863002	107.3387635	149.3537421	108.9288053	75.70259452	65.39684457	100.5910257	175.6681988	130.4983659	117.4317062	74.76006691	143.5523453	168.4968059	219.7171856	256.9420846	362.7300217	244.6630278	210.6055133	184.0967316	169.0003653	96.14419043	206.4355686	90.93103776	116.9031129	45.53804751	34.67208069	52.25416705	26.6139121	21.19729666	5.884176995	5.884176995	11.76835399	0	0	0	0	0	0	0	0	0	0	1.177174445	0	0	0	0	0	0	1.177174445	1.177174445	2.35434889	1.285103875	0	16.56812108	5.158308276	5.895567328	23.68323549	24.83790481	23.965365	94.06509415	201.6863002	107.3387635	149.3537421	108.9288053	75.70259452	65.39684457	100.5910257	175.6681988	130.4983659	117.4317062	74.76006691	143.5523453	168.4968059	219.7171856	256.9420846	362.7300217	244.6630278	210.6055133	184.0967316	169.0003653	96.14419043	206.4355686	90.93103776	116.9031129	45.53804751	34.67208069	52.25416705	26.6139121	21.19729666	5.884176995	5.884176995	11.76835399	0	0	0	0	#
1979	7	1	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7360211	30.53085085	12.8290522	2.448909387	41.79637162	0	4.54194049	29.89230581	48.29462215	106.4915958	171.331002	214.9683701	270.6978121	144.3209634	141.1133779	84.28466065	117.3706061	96.11788919	103.6641116	174.8466564	231.9840063	128.9975439	238.4874283	312.3311139	343.9296352	427.394393	401.2477119	306.5746408	196.2240592	175.6270894	131.1743446	86.65966273	108.3623847	119.8732321	47.55077153	63.14160178	42.43691033	11.75149387	14.20040326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7360211	30.53085085	12.8290522	2.448909387	41.79637162	0	4.54194049	29.89230581	48.29462215	106.4915958	171.331002	214.9683701	270.6978121	144.3209634	141.1133779	84.28466065	117.3706061	96.11788919	103.6641116	174.8466564	231.9840063	128.9975439	238.4874283	312.3311139	343.9296352	427.394393	401.2477119	306.5746408	196.2240592	175.6270894	131.1743446	86.65966273	108.3623847	119.8732321	47.55077153	63.14160178	42.43691033	11.75149387	14.20040326	0	0	0	0	0	#
1980	7	1	0	2	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.329848446	23.63500332	50.27000664	42.84836121	152.165467	203.6475009	162.9969432	124.6680635	162.3509755	328.0477697	488.058705	491.9018042	284.3500451	326.2291875	270.6829924	417.8329405	609.1062763	729.8247459	719.9986614	629.8118979	594.7999879	548.0543387	450.3948549	568.9347397	563.1515771	379.2247766	724.2082775	675.9036579	992.4216284	856.7365145	808.3029869	590.3993306	512.5640603	489.4878453	315.5525524	248.9489794	308.2458173	242.57412	187.1116797	145.0876292	47.00597547	11.37663446	38.48668776	23.50298774	14.98370003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.329848446	23.63500332	50.27000664	42.84836121	152.165467	203.6475009	162.9969432	124.6680635	162.3509755	328.0477697	488.058705	491.9018042	284.3500451	326.2291875	270.6829924	417.8329405	609.1062763	729.8247459	719.9986614	629.8118979	594.7999879	548.0543387	450.3948549	568.9347397	563.1515771	379.2247766	724.2082775	675.9036579	992.4216284	856.7365145	808.3029869	590.3993306	512.5640603	489.4878453	315.5525524	248.9489794	308.2458173	242.57412	187.1116797	145.0876292	47.00597547	11.37663446	38.48668776	23.50298774	14.98370003	0	0	#
1981	7	1	0	2	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	7	9.685749304	26.67095998	41.98018569	51.02598933	66.40739501	88.01285115	131.4162893	186.5959019	122.6741462	198.6122394	96.17023302	120.7589792	275.9667108	174.0015587	117.4054267	236.918787	202.8845418	225.4343834	236.9917017	211.6168688	113.1724552	83.43848813	103.4604522	137.4725413	101.148016	166.2389928	269.1316151	207.690557	192.4806605	80.10072214	49.95569279	47.0053627	38.37901665	12.84064414	2.202288855	1.031427947	5.84460097	0	0	1.031427947	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	7	9.685749304	26.67095998	41.98018569	51.02598933	66.40739501	88.01285115	131.4162893	186.5959019	122.6741462	198.6122394	96.17023302	120.7589792	275.9667108	174.0015587	117.4054267	236.918787	202.8845418	225.4343834	236.9917017	211.6168688	113.1724552	83.43848813	103.4604522	137.4725413	101.148016	166.2389928	269.1316151	207.690557	192.4806605	80.10072214	49.95569279	47.0053627	38.37901665	12.84064414	2.202288855	1.031427947	5.84460097	0	0	1.031427947	0	0	0	#
1982	7	1	0	2	77	0	0	0	0	0	0	0	0	0	0	0	1.037992843	9.106289028	2.124880835	3.617946388	10.84757371	11.80076673	43.29781978	43.3873098	54.790211	158.5834192	255.1376439	307.0277737	343.9469746	488.0415248	453.5741825	585.9531871	672.3861569	636.6795961	528.2854684	535.0551584	471.9469061	425.9681473	546.4954833	365.909559	406.1458369	378.7364095	377.9586967	523.7741187	318.6902832	252.9410595	241.074572	259.872901	233.3605056	302.3606868	249.5705599	166.7819409	198.2423385	89.98497854	69.7504324	49.43557842	32.12939107	29.56589556	33.34781005	0	2.352732932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.037992843	9.106289028	2.124880835	3.617946388	10.84757371	11.80076673	43.29781978	43.3873098	54.790211	158.5834192	255.1376439	307.0277737	343.9469746	488.0415248	453.5741825	585.9531871	672.3861569	636.6795961	528.2854684	535.0551584	471.9469061	425.9681473	546.4954833	365.909559	406.1458369	378.7364095	377.9586967	523.7741187	318.6902832	252.9410595	241.074572	259.872901	233.3605056	302.3606868	249.5705599	166.7819409	198.2423385	89.98497854	69.7504324	49.43557842	32.12939107	29.56589556	33.34781005	0	2.352732932	0	0	0	0	0	#
1983	7	1	0	2	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.95336856	0	0	37.36042649	67.3132523	34.90438967	43.03378732	77.85958064	113.1681195	168.8154019	280.6613377	387.4085314	413.9722822	393.0639962	383.0782874	362.3006284	361.1671853	413.8498443	217.8972268	244.990697	174.1312527	196.6449724	144.4543146	154.8586789	143.3215032	111.368796	79.22358124	83.37783782	26.98473498	34.88025295	146.8439501	118.2918866	131.8849116	91.3746124	70.97600424	27.80586375	47.00597547	23.50298774	70.50896321	35.2544816	11.75149387	23.50298774	0	11.75149387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.95336856	0	0	37.36042649	67.3132523	34.90438967	43.03378732	77.85958064	113.1681195	168.8154019	280.6613377	387.4085314	413.9722822	393.0639962	383.0782874	362.3006284	361.1671853	413.8498443	217.8972268	244.990697	174.1312527	196.6449724	144.4543146	154.8586789	143.3215032	111.368796	79.22358124	83.37783782	26.98473498	34.88025295	146.8439501	118.2918866	131.8849116	91.3746124	70.97600424	27.80586375	47.00597547	23.50298774	70.50896321	35.2544816	11.75149387	23.50298774	0	11.75149387	0	#
1984	7	1	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.34923429	3.864435795	2	6.72887159	50.27859292	57.37543844	30.05461838	66.26228401	82.20514963	123.9159843	271.1698383	275.1862124	291.4750889	399.1972365	573.0166847	452.7539278	350.4646871	388.9768992	399.0178206	340.4164981	294.7304646	162.1520574	126.0304619	96.68878773	90.75035383	134.5882163	114.7137297	64.64728572	50.77630284	62.03076318	50.31882845	24.41353103	4.864435795	95.83303754	80.30656458	18.97213184	23.50298774	18.97213184	0	0	11.75149387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.34923429	3.864435795	2	6.72887159	50.27859292	57.37543844	30.05461838	66.26228401	82.20514963	123.9159843	271.1698383	275.1862124	291.4750889	399.1972365	573.0166847	452.7539278	350.4646871	388.9768992	399.0178206	340.4164981	294.7304646	162.1520574	126.0304619	96.68878773	90.75035383	134.5882163	114.7137297	64.64728572	50.77630284	62.03076318	50.31882845	24.41353103	4.864435795	95.83303754	80.30656458	18.97213184	23.50298774	18.97213184	0	0	11.75149387	0	0	0	#
1985	7	1	0	2	22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2.810594324	14.38159291	10.03889698	17.65792298	26.81742501	26.21031101	103.9772537	166.4181033	145.6332668	113.5753127	89.73300899	71.19050184	57.13277259	60.57524025	116.4236768	76.82467472	222.9521596	268.1343705	279.1364258	368.3830322	374.8948142	242.8924433	236.0083681	193.5771829	88.27282741	44.33744078	22.63622045	114.8932353	49.39368016	39.61565854	49.80624065	29.27681907	4.338389481	16.82673442	4.101474431	1	11.75149387	3.101474431	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2.810594324	14.38159291	10.03889698	17.65792298	26.81742501	26.21031101	103.9772537	166.4181033	145.6332668	113.5753127	89.73300899	71.19050184	57.13277259	60.57524025	116.4236768	76.82467472	222.9521596	268.1343705	279.1364258	368.3830322	374.8948142	242.8924433	236.0083681	193.5771829	88.27282741	44.33744078	22.63622045	114.8932353	49.39368016	39.61565854	49.80624065	29.27681907	4.338389481	16.82673442	4.101474431	1	11.75149387	3.101474431	1	0	1	0	0	0	0	#
1986	7	1	0	2	46	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7.706510733	0	11.75149387	0	0	7.706510733	12.891776	37.1047208	38.53884222	124.9157806	105.1974578	142.7251594	229.9395178	286.0270547	319.5495653	205.3646488	298.7558539	227.5146669	176.2534576	228.7026454	269.2514285	375.4164555	344.6521953	442.9820883	452.557759	367.9762376	356.560194	197.395909	184.0499103	155.9266899	113.2921712	174.323801	47.09610167	58.09320991	58.68606514	47.00597547	18.25686198	37.645676	0	35.2544816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7.706510733	0	11.75149387	0	0	7.706510733	12.891776	37.1047208	38.53884222	124.9157806	105.1974578	142.7251594	229.9395178	286.0270547	319.5495653	205.3646488	298.7558539	227.5146669	176.2534576	228.7026454	269.2514285	375.4164555	344.6521953	442.9820883	452.557759	367.9762376	356.560194	197.395909	184.0499103	155.9266899	113.2921712	174.323801	47.09610167	58.09320991	58.68606514	47.00597547	18.25686198	37.645676	0	35.2544816	0	0	0	0	0	0	0	#
1987	7	1	0	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8853911	10.06481529	14.8853911	36.02774623	58.84405539	13.06481529	42.67723486	16.3566371	62.89599296	48.8263826	86.45325354	198.3948294	288.2660602	401.363655	255.5915747	308.5101913	340.0850112	392.5735303	145.1058614	138.9247247	322.5418964	302.5305056	240.0618946	333.6155827	267.7576835	136.6653314	179.4687404	178.5452329	59.91021983	11.75233007	44.24436968	37.82318674	18.25624049	41.62342233	9.623976154	0	16.44771672	0	4.696222852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8853911	10.06481529	14.8853911	36.02774623	58.84405539	13.06481529	42.67723486	16.3566371	62.89599296	48.8263826	86.45325354	198.3948294	288.2660602	401.363655	255.5915747	308.5101913	340.0850112	392.5735303	145.1058614	138.9247247	322.5418964	302.5305056	240.0618946	333.6155827	267.7576835	136.6653314	179.4687404	178.5452329	59.91021983	11.75233007	44.24436968	37.82318674	18.25624049	41.62342233	9.623976154	0	16.44771672	0	4.696222852	0	0	0	0	0	#
1988	7	1	0	2	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.480201475	0	5.094898112	6.830900777	3.668949156	24.71492299	74.85541286	252.4161536	449.370943	535.4164852	478.2087291	358.8137945	141.4380956	146.7398505	63.36219637	141.0434271	211.7733892	229.6157525	150.2257842	257.0069416	170.9098141	270.93833	215.378798	237.4896815	132.4076177	104.9797811	204.8072286	168.0142053	152.0051082	125.2684469	163.1564034	63.87372553	58.41378042	100.277052	9.269358619	7.205519671	14.34764577	3.754894406	11.75149387	3.004257563	0	1.397106702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.480201475	0	5.094898112	6.830900777	3.668949156	24.71492299	74.85541286	252.4161536	449.370943	535.4164852	478.2087291	358.8137945	141.4380956	146.7398505	63.36219637	141.0434271	211.7733892	229.6157525	150.2257842	257.0069416	170.9098141	270.93833	215.378798	237.4896815	132.4076177	104.9797811	204.8072286	168.0142053	152.0051082	125.2684469	163.1564034	63.87372553	58.41378042	100.277052	9.269358619	7.205519671	14.34764577	3.754894406	11.75149387	3.004257563	0	1.397106702	0	0	0	0	0	#
1989	7	1	0	2	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.75149387	21.6029057	7.641048501	15.07494474	24.93002939	37.08974605	136.5368509	382.0191147	664.6988757	581.606494	1004.804712	806.0693239	669.5458483	361.0685476	229.9623976	315.7800834	147.3480864	305.2955963	321.0931826	309.5810986	165.3063254	150.5649157	221.7160129	201.112677	153.0943361	118.9455053	184.0452513	100.6663801	86.59171496	74.49482904	62.92156916	56.60235373	10.3462502	4.450950726	6.723699831	21.61801773	1.112737681	0	13.97696923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.75149387	21.6029057	7.641048501	15.07494474	24.93002939	37.08974605	136.5368509	382.0191147	664.6988757	581.606494	1004.804712	806.0693239	669.5458483	361.0685476	229.9623976	315.7800834	147.3480864	305.2955963	321.0931826	309.5810986	165.3063254	150.5649157	221.7160129	201.112677	153.0943361	118.9455053	184.0452513	100.6663801	86.59171496	74.49482904	62.92156916	56.60235373	10.3462502	4.450950726	6.723699831	21.61801773	1.112737681	0	13.97696923	0	0	0	0	0	#
1990	7	1	0	2	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.644863518	0	1	22.17918418	38.12330184	45.85870374	52.69684351	41.48494904	109.2649267	71.48852777	101.2121542	126.6127587	224.0056156	376.744865	447.4893657	537.9936638	564.8901221	490.8006515	456.332503	325.4294743	221.7287693	183.6778699	137.9272701	162.4855633	185.3838888	174.2790581	170.5897999	74.63330352	124.4730787	87.66812783	74.69310198	93.93371975	55.81965207	19.78346613	12.75149387	14.39817923	2.735136687	1.646685362	11.75149387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.644863518	0	1	22.17918418	38.12330184	45.85870374	52.69684351	41.48494904	109.2649267	71.48852777	101.2121542	126.6127587	224.0056156	376.744865	447.4893657	537.9936638	564.8901221	490.8006515	456.332503	325.4294743	221.7287693	183.6778699	137.9272701	162.4855633	185.3838888	174.2790581	170.5897999	74.63330352	124.4730787	87.66812783	74.69310198	93.93371975	55.81965207	19.78346613	12.75149387	14.39817923	2.735136687	1.646685362	11.75149387	0	0	0	0	0	0	0	0	#
1991	7	1	0	2	51	0	0	0	0	0	0	0	0	0	0	0	0	4.324252679	0	11.75149387	28.50457856	29.07905632	54.54529942	58.81158562	83.62578198	166.3653985	137.4021975	130.0904381	149.4359588	147.0714002	166.5658287	227.4683962	203.89705	260.3073564	215.6542108	262.0994789	298.6863373	500.5034884	512.477325	636.5434196	315.1577082	199.2505939	131.4790491	70.58615031	188.8509636	309.4190279	141.265036	150.2126518	93.62329754	120.0143636	29.21494252	41.80792231	52.68093396	20.24011455	47.02331666	4.762298089	22.93872464	11.75149387	0	0	0	0	0	11.75149387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.324252679	0	11.75149387	28.50457856	29.07905632	54.54529942	58.81158562	83.62578198	166.3653985	137.4021975	130.0904381	149.4359588	147.0714002	166.5658287	227.4683962	203.89705	260.3073564	215.6542108	262.0994789	298.6863373	500.5034884	512.477325	636.5434196	315.1577082	199.2505939	131.4790491	70.58615031	188.8509636	309.4190279	141.265036	150.2126518	93.62329754	120.0143636	29.21494252	41.80792231	52.68093396	20.24011455	47.02331666	4.762298089	22.93872464	11.75149387	0	0	0	0	0	11.75149387	0	0	#
1992	7	1	3	2	91	0	0	0	0	0	0	0	0	0	14.69671675	27.31103759	54.17596286	35.88098533	67.77246274	95.07358886	244.6312155	438.3904793	586.3076606	657.3959061	537.6538851	524.5903983	645.9459332	572.8284515	499.316874	579.5519935	595.8208531	482.5266764	346.5786242	304.2735932	311.6264476	448.3243796	311.3376724	223.4452223	153.8901974	332.7181869	393.8524441	548.3473211	498.9657444	322.6857837	263.1389166	165.3353739	178.2404388	93.26684159	183.3859752	156.954196	139.5095976	156.9430791	111.7789534	57.88713173	44.19478421	58.02721368	4.064039409	13.34681351	7.64799061	4.064039409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.307160417	18.92148125	31.53580208	14.69671675	45.26947501	150.8716611	185.0904419	331.2814824	391.3446385	232.4319211	228.7335779	338.1903998	246.048661	410.2227601	301.2965702	262.3048543	185.3232132	264.5494325	147.4289276	128.5664064	121.6874183	121.4211483	111.0358694	52.76490246	39.18995065	38.28594709	22.93022965	0	8.569947739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	2427
1993	7	1	3	2	92	0	0	0	0	0	0	0	0	0	0	0	11.75149387	27.73963644	65.18741546	116.6599158	248.5973151	332.3639986	600.4674773	863.9570558	911.2799595	817.2902033	1048.272316	998.6039194	929.174934	753.3182673	722.3052558	506.8607162	382.4296059	409.9885475	357.9600284	344.9339874	241.9575946	285.3924785	238.4594201	247.5376034	398.1268338	203.6496913	196.9267322	336.9407257	358.6970583	290.5278253	224.3090271	196.5835618	79.97971001	86.01273359	158.6903954	82.08396436	71.60790484	66.44410529	66.1054756	32.65923841	35.2544816	23.50298774	7.193069307	0	0	10.69993228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.75149387	18.14091231	51.25056139	57.99782597	180.582516	158.7605951	342.0278286	395.8526319	401.4166405	412.9006833	439.2350093	304.3746297	333.0039635	272.1398419	91.502513	70.24214441	90.65493271	28.70912053	24.50298774	53.90379955	21.96270402	31.72835468	44.40012881	26.75778701	11.75149387	0	11.75149387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	2373
1994	7	1	3	2	80	0	0	0	0	0	0	0	0	0	0	1	2	12.07246377	41.41077524	35.58091416	71.02533618	181.3692994	362.8479419	598.8025767	506.4201322	458.3871856	388.2522972	687.3969104	758.672459	813.8654052	608.0326714	565.9477235	509.5950771	514.8396918	587.4674944	323.5412201	403.6588091	309.8649715	352.6020024	252.5443979	275.9595092	287.6029454	222.4636925	132.5967081	169.6088882	129.4764954	156.313698	128.7632451	95.11713912	101.903156	77.61859864	39.81827589	41.54564524	42.88962283	22.90078858	16.23078858	36.98229571	35.2544816	0	0	0	4.479294716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.014492754	15.08695652	27.1884058	15.80946488	20.52494193	113.5759185	96.59131063	264.9469164	249.5160404	241.5178545	396.9574626	307.4512034	308.2171436	178.7265365	225.9070037	210.0191083	63.63850317	56.53763293	45.58062845	69.95980964	34.28407182	1.638671845	11.75149387	34.47244422	8.249552921	17.91096292	0	0	4.657804329	0	0	0	1.112784604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	2627
1995	7	1	3	2	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.39449918	53.78422111	161.5058762	185.7924378	247.4233923	469.279123	366.2481563	462.0106589	611.6793589	855.3789342	727.4248476	455.7687759	472.2945986	262.0788836	297.6758994	342.4964476	253.2166533	148.5176594	114.514032	103.2454656	88.18454293	17.24174877	75.34507483	49.0517708	64.10020536	57.49569075	34.57258487	16.33899938	72.24747055	41.60519104	36.78781098	18.27716045	2.780487805	0	0	0	0	0	0	1.497513885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.02198995	14.09174262	17.8754119	33.74046006	99.58049407	107.5976596	127.2332957	200.2396191	175.769833	258.5969011	118.3829479	99.73157707	90.11098893	30.24084649	37.52567985	10.27817901	0	6.201065486	1.707197142	8.570981865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	1505
1996	7	1	3	2	58	0	0	0	0	0	0	0	0	0	0	0	0	0	8.285615177	0	0	2.283339627	69.48898396	62.47413882	58.76402368	90.22891346	57.89777074	109.3838469	150.0154059	230.6101359	317.9120144	351.2696735	429.3875746	374.8062738	237.9125132	492.1449371	513.5640934	562.1615654	431.088664	301.3487597	500.5955164	219.8196883	116.5071826	162.735705	150.6467684	102.8712785	70.50896321	47.00597547	113.6929248	52.63594068	24.30851696	27.72508266	13.86288627	24.50298774	23.50298774	23.50298774	11.75149387	0	0	2.037628283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.356676346	33.25922866	25.93063389	44.11879788	51.09975071	17.61391309	76.24438383	89.82970824	107.1645171	102.0072966	115.0609518	120.8944729	98.02976471	65.12632659	40.01646461	38.57986869	35.16497192	25.52487045	35.16497192	2.111392405	0	11.75149387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	1188
1997	7	1	3	2	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.16223672	7.441491144	3.219143577	35.29106688	14.89714153	137.4974526	119.7373449	327.7092372	256.0448249	295.939802	233.1978687	284.3333032	341.0720692	462.6517386	475.1471287	631.9524362	559.0433892	528.5093917	474.196538	350.5540057	347.146028	219.7393104	169.8985823	137.5325256	107.3190953	117.911227	100.5861373	52.14553836	110.5406452	54.07812969	25.6190445	76.79629783	35.2544816	20.79621455	19.01589991	11.75149387	0	23.50298774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.490374873	11.16223672	3.219143577	24.94631773	108.5117708	43.64902329	95.08293653	190.0534075	261.1925278	224.5056013	210.9755672	208.9799101	99.25746344	123.7237504	107.9484065	93.67214383	107.7411281	42.62321937	57.69311993	31.89141749	3.350555216	5.578271434	0	3.540180864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	1416
1998	7	1	3	2	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.162790698	0	5.450980586	3.917028461	5.260598519	7.664044207	25.87490494	16.32394573	54.84743678	47.59086138	75.33619585	100.0249889	179.2226504	170.6808376	174.8802797	153.7348037	123.7885871	83.75374683	95.76385105	109.2913444	77.69519181	88.07515901	76.49069496	41.84015713	49.21043804	30.71125627	28.17189137	14.25244221	17.73616094	8.652182071	8.013443867	4.496654921	1.479831048	6.955516657	1	3.128480401	0	2.317924024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.533952125	0	2.687140115	1.343570058	2.877522183	2.483514284	12.74421208	7.569037705	34.41718464	22.87625205	71.68204965	47.65444952	70.80136708	50.48131819	64.14641882	30.22599483	36.77800055	32.64305903	19.86424793	6.133131065	2.881052202	1.831307625	1.91388327	4.772381684	0	0	0	0	1.958514231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	1151
1999	7	1	3	2	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.029434547	4.058869094	6.101902314	2.029434547	6.882744058	3.146061702	25.21646559	49.43536097	52.10212651	93.52310067	137.9647547	157.5855891	193.7076912	216.3666691	155.9294224	170.6040008	170.7273213	199.609083	168.4910959	149.5774485	132.5730153	136.5945612	131.8282951	99.69132991	129.8277857	77.02414265	47.05860434	42.10143749	24.29198584	10.37334841	23.67065353	2.202729045	0	7.014361587	5.282647507	3.811394892	2.409380308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.029434547	3.057750493	4.476270896	0	4.940711462	4.146061702	15.65789954	31.45524357	50.60428847	33.37922097	73.5417062	74.59433472	78.27295295	77.04251827	59.90392366	29.83908898	25.25335021	19.01823473	19.0765248	7.826069983	9.472414654	12.67059147	10.94574143	0	1	0	0	2.0304575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	1425
2000	7	1	3	2	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.289994921	1.137139032	2.563051948	4.191513969	4.880857637	16.42597756	13.13933272	33.96494049	39.25619638	51.02393715	71.91597261	51.53026675	57.26777798	36.13691387	43.84641935	27.20913656	41.3118709	35.51864246	17.62830884	25.05490266	29.1973993	25.25181275	16.01733571	7.283309345	5.140426602	10.19728635	3	7.163825935	4	0	0	4.929229217	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.031464145	3.568092517	9.866127678	22.47322429	32.53688769	26.59164273	26.02911056	29.19180298	17.62949329	4.189343019	5.150582117	5.192361585	0	0	0	0	0	1.851679104	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	646
2001	7	1	3	2	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.905	1.524752475	1	1	3.694120028	4.433300715	16.51560043	10.28376918	30.35882322	43.73600965	35.68552885	44.45828557	40.24151164	38.68468782	47.77638852	49.04302714	50.90943556	55.44588187	52.07790315	39.86494211	25.51756465	29.6715223	21.64252267	22.06189709	32.6850344	10.23568146	13.8039324	6.894011234	3.907193241	3.910291005	1.033255239	1.305164319	1.477469671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.232323232	2	4.557446385	17.0237781	29.13296687	24.69416721	29.80819724	27.15524781	27.34357697	26.60263017	26.12091687	15.48889846	14.74621334	6.077233187	6.717874569	0	1.025200334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	727
